filename,moisture,ash
GUOBEI_imgcls_C_0000467.jpg,3.89,41.04
GUOBEI_imgcls_C_0000468.jpg,4.12,39.91
GUOBEI_imgcls_C_0000469.jpg,4.84,36.31
GUOBEI_imgcls_C_0000470.jpg,4.17,39.64
GUOBEI_imgcls_C_0000471.jpg,4.5,38.01
GUOBEI_imgcls_C_0000472.jpg,4.22,39.39
GUOBEI_imgcls_C_0000473.jpg,4.5,38.01
GUOBEI_imgcls_C_0000474.jpg,4.05,40.24
GUOBEI_imgcls_C_0000475.jpg,4.43,38.33
GUOBEI_imgcls_C_0000476.jpg,3.96,40.7
GUOBEI_imgcls_C_0000477.jpg,4.05,40.23
GUOBEI_imgcls_C_0000478.jpg,4.07,40.16
GUOBEI_imgcls_C_0000479.jpg,4.7,37.01
GUOBEI_imgcls_C_0000480.jpg,4.29,39.06
GUOBEI_imgcls_C_0000481.jpg,4.64,37.28
GUOBEI_imgcls_C_0000482.jpg,3.79,41.56
GUOBEI_imgcls_C_0000483.jpg,3.84,41.32
GUOBEI_imgcls_C_0000484.jpg,4.42,38.41
GUOBEI_imgcls_C_0000485.jpg,4.1,39.98
GUOBEI_imgcls_C_0000486.jpg,4.36,38.72
GUOBEI_imgcls_C_0000487.jpg,4.38,38.61
GUOBEI_imgcls_C_0000488.jpg,4.6,37.49
GUOBEI_imgcls_C_0000489.jpg,4.12,39.88
GUOBEI_imgcls_C_0000490.jpg,4.35,38.74
GUOBEI_imgcls_C_0000491.jpg,4.4,38.51
GUOBEI_imgcls_C_0000492.jpg,4.11,39.95
GUOBEI_imgcls_C_0000493.jpg,4.25,39.27
GUOBEI_imgcls_C_0000494.jpg,4.03,40.35
GUOBEI_imgcls_C_0000495.jpg,4.17,39.65
GUOBEI_imgcls_C_0000496.jpg,4.7,37.02
GUOBEI_imgcls_C_0000497.jpg,3.99,40.55
GUOBEI_imgcls_C_0000498.jpg,3.94,40.81
GUOBEI_imgcls_C_0000499.jpg,4.33,38.83
GUOBEI_imgcls_C_0000500.jpg,4.05,40.24
GUOBEI_imgcls_C_0000501.jpg,4.72,36.92
GUOBEI_imgcls_C_0000502.jpg,4.1,40.02
GUOBEI_imgcls_C_0000503.jpg,4.33,38.84
GUOBEI_imgcls_C_0000504.jpg,4.65,37.25
GUOBEI_imgcls_C_0000505.jpg,4.35,38.75
GUOBEI_imgcls_C_0000506.jpg,4.19,39.55
GUOBEI_imgcls_C_0000507.jpg,4.01,40.46
GUOBEI_imgcls_C_0000508.jpg,4.59,37.53
GUOBEI_imgcls_C_0000509.jpg,4.77,36.64
GUOBEI_imgcls_C_0000510.jpg,4.06,40.19
GUOBEI_imgcls_C_0000511.jpg,4.35,38.73
GUOBEI_imgcls_C_0000512.jpg,4.62,37.42
GUOBEI_imgcls_C_0000513.jpg,4.35,38.77
GUOBEI_imgcls_C_0000514.jpg,4.46,38.2
GUOBEI_imgcls_C_0000515.jpg,4.6,37.48
GUOBEI_imgcls_C_0000516.jpg,3.79,41.56
GUOBEI_imgcls_C_0000517.jpg,3.77,41.67
GUOBEI_imgcls_C_0000518.jpg,3.69,42.03
GUOBEI_imgcls_C_0000519.jpg,3.86,41.2
GUOBEI_imgcls_C_0000520.jpg,4.47,38.15
GUOBEI_imgcls_C_0000521.jpg,4.35,38.73
GUOBEI_imgcls_C_0000522.jpg,4.4,38.48
GUOBEI_imgcls_C_0000523.jpg,4.02,40.41
GUOBEI_imgcls_C_0000524.jpg,4.4,38.52
GUOBEI_imgcls_C_0000525.jpg,4.28,39.11
GUOBEI_imgcls_C_0000526.jpg,5.33,33.87
GUOBEI_imgcls_C_0000527.jpg,4.83,36.37
GUOBEI_imgcls_C_0000528.jpg,4.47,38.13
GUOBEI_imgcls_C_0000529.jpg,4.82,36.4
GUOBEI_imgcls_C_0000530.jpg,4.94,35.82
GUOBEI_imgcls_C_0000531.jpg,4.73,36.83
GUOBEI_imgcls_C_0000532.jpg,4.9,35.98
GUOBEI_imgcls_C_0000533.jpg,4.76,36.7
GUOBEI_imgcls_C_0000534.jpg,4.52,37.92
GUOBEI_imgcls_C_0000535.jpg,5.23,34.35
GUOBEI_imgcls_C_0000536.jpg,4.47,38.15
GUOBEI_imgcls_C_0000537.jpg,4.35,38.74
GUOBEI_imgcls_C_0000538.jpg,4.78,36.62
GUOBEI_imgcls_C_0000539.jpg,4.81,36.45
GUOBEI_imgcls_C_0000540.jpg,4.47,38.14
GUOBEI_imgcls_C_0000541.jpg,4.61,37.47
GUOBEI_imgcls_C_0000542.jpg,4.98,35.58
GUOBEI_imgcls_C_0000543.jpg,4.56,37.71
GUOBEI_imgcls_C_0000544.jpg,4.49,38.04
GUOBEI_imgcls_C_0000545.jpg,4.81,36.44
GUOBEI_imgcls_C_0000546.jpg,4.81,36.46
GUOBEI_imgcls_C_0000547.jpg,4.83,36.37
GUOBEI_imgcls_C_0000548.jpg,4.8,36.5
GUOBEI_imgcls_C_0000549.jpg,4.71,36.97
GUOBEI_imgcls_C_0000550.jpg,4.41,38.47
GUOBEI_imgcls_C_0000551.jpg,5.43,33.37
GUOBEI_imgcls_C_0000552.jpg,5.14,34.79
GUOBEI_imgcls_C_0000553.jpg,5.08,35.08
GUOBEI_imgcls_C_0000554.jpg,4.52,37.92
GUOBEI_imgcls_C_0000555.jpg,5.64,32.3
GUOBEI_imgcls_C_0000556.jpg,5.21,34.46
GUOBEI_imgcls_C_0000557.jpg,4.66,37.22
GUOBEI_imgcls_C_0000558.jpg,5.0,35.52
GUOBEI_imgcls_C_0000559.jpg,4.86,36.2
GUOBEI_imgcls_C_0000560.jpg,4.19,39.55
GUOBEI_imgcls_C_0000561.jpg,4.62,37.39
GUOBEI_imgcls_C_0000562.jpg,4.84,36.29
GUOBEI_imgcls_C_0000563.jpg,4.59,37.55
GUOBEI_imgcls_C_0000564.jpg,5.2,34.5
GUOBEI_imgcls_C_0000565.jpg,4.67,37.16
GUOBEI_imgcls_C_0000566.jpg,4.92,35.92
GUOBEI_imgcls_C_0000567.jpg,4.52,37.91
GUOBEI_imgcls_C_0000568.jpg,4.64,37.31
GUOBEI_imgcls_C_0000569.jpg,5.07,35.14
GUOBEI_imgcls_C_0000570.jpg,4.15,39.77
GUOBEI_imgcls_C_0000571.jpg,5.04,35.32
GUOBEI_imgcls_C_0000572.jpg,4.83,36.37
GUOBEI_imgcls_C_0000573.jpg,4.38,38.6
GUOBEI_imgcls_C_0000574.jpg,5.24,34.31
GUOBEI_imgcls_C_0000575.jpg,5.36,33.72
GUOBEI_imgcls_C_0000576.jpg,5.03,35.37
GUOBEI_imgcls_C_0000577.jpg,4.65,37.26
GUOBEI_imgcls_C_0000578.jpg,5.26,34.2
GUOBEI_imgcls_C_0000579.jpg,5.23,34.37
GUOBEI_imgcls_C_0000580.jpg,4.77,36.65
GUOBEI_imgcls_C_0000581.jpg,5.05,35.25
GUOBEI_imgcls_C_0000582.jpg,5.78,31.62
GUOBEI_imgcls_C_0000583.jpg,4.63,37.36
GUOBEI_imgcls_C_0000584.jpg,5.12,34.9
GUOBEI_imgcls_C_0000585.jpg,4.75,36.73
GUOBEI_imgcls_C_0000586.jpg,4.97,35.66
GUOBEI_imgcls_C_0000587.jpg,4.88,36.11
GUOBEI_imgcls_C_0000588.jpg,4.73,36.87
GUOBEI_imgcls_C_0000589.jpg,4.15,39.74
GUOBEI_imgcls_C_0000590.jpg,4.27,39.17
GUOBEI_imgcls_C_0000591.jpg,4.79,36.56
GUOBEI_imgcls_C_0000592.jpg,5.4,33.52
GUOBEI_imgcls_C_0000593.jpg,4.41,38.45
GUOBEI_imgcls_C_0000594.jpg,4.64,37.31
GUOBEI_imgcls_C_0000595.jpg,5.07,35.17
GUOBEI_imgcls_C_0000596.jpg,4.4,38.49
GUOBEI_imgcls_C_0000597.jpg,5.02,35.41
GUOBEI_imgcls_C_0000598.jpg,4.78,36.6
GUOBEI_imgcls_C_0000599.jpg,4.65,37.27
GUOBEI_imgcls_C_0000600.jpg,4.29,39.07
GUOBEI_imgcls_C_0000601.jpg,4.25,39.25
GUOBEI_imgcls_C_0000602.jpg,4.61,37.45
GUOBEI_imgcls_C_0000603.jpg,4.74,36.81
GUOBEI_imgcls_C_0000604.jpg,4.51,37.93
GUOBEI_imgcls_C_0000605.jpg,4.11,39.94
GUOBEI_imgcls_C_0000606.jpg,5.53,32.84
GUOBEI_imgcls_C_0000607.jpg,5.11,34.94
GUOBEI_imgcls_C_0000608.jpg,4.8,36.52
GUOBEI_imgcls_C_0000609.jpg,4.47,38.13
GUOBEI_imgcls_C_0000610.jpg,4.58,37.58
GUOBEI_imgcls_C_0000611.jpg,4.32,38.89
GUOBEI_imgcls_C_0000612.jpg,4.21,39.44
GUOBEI_imgcls_C_0000613.jpg,4.95,35.74
GUOBEI_imgcls_C_0000614.jpg,4.82,36.42
GUOBEI_imgcls_C_0000615.jpg,4.06,40.18
GUOBEI_imgcls_C_0000616.jpg,4.75,36.77
GUOBEI_imgcls_C_0000617.jpg,4.79,36.57
GUOBEI_imgcls_C_0000618.jpg,4.17,39.65
GUOBEI_imgcls_C_0000619.jpg,4.21,39.47
GUOBEI_imgcls_C_0000620.jpg,5.49,33.03
GUOBEI_imgcls_C_0000621.jpg,5.16,34.71
GUOBEI_imgcls_C_0000622.jpg,5.25,34.25
GUOBEI_imgcls_C_0000623.jpg,4.78,36.58
GUOBEI_imgcls_C_0000624.jpg,4.67,37.14
GUOBEI_imgcls_C_0000625.jpg,4.51,37.94
GUOBEI_imgcls_C_0000626.jpg,4.86,36.21
GUOBEI_imgcls_C_0000627.jpg,4.95,35.77
GUOBEI_imgcls_C_0000628.jpg,5.11,34.93
GUOBEI_imgcls_C_0000629.jpg,4.88,36.11
GUOBEI_imgcls_C_0000630.jpg,4.5,38.02
GUOBEI_imgcls_C_0000631.jpg,4.5,38.02
GUOBEI_imgcls_C_0000632.jpg,4.33,38.86
GUOBEI_imgcls_C_0000633.jpg,4.23,39.34
GUOBEI_imgcls_C_0000634.jpg,4.43,38.35
GUOBEI_imgcls_C_0000635.jpg,4.47,38.15
GUOBEI_imgcls_C_0000636.jpg,4.19,39.57
GUOBEI_imgcls_C_0000637.jpg,4.16,39.7
GUOBEI_imgcls_C_0000638.jpg,4.44,38.29
GUOBEI_imgcls_C_0000639.jpg,4.26,39.2
GUOBEI_imgcls_C_0000640.jpg,4.39,38.54
GUOBEI_imgcls_C_0000641.jpg,4.88,36.12
GUOBEI_imgcls_C_0000642.jpg,4.62,37.39
GUOBEI_imgcls_C_0000643.jpg,4.94,35.78
GUOBEI_imgcls_C_0000644.jpg,4.91,35.97
GUOBEI_imgcls_C_0000645.jpg,4.94,35.8
GUOBEI_imgcls_C_0000646.jpg,4.67,37.17
GUOBEI_imgcls_C_0000647.jpg,4.57,37.66
GUOBEI_imgcls_C_0000648.jpg,4.42,38.39
GUOBEI_imgcls_C_0000649.jpg,4.74,36.79
GUOBEI_imgcls_C_0000650.jpg,4.82,36.41
GUOBEI_imgcls_C_0000651.jpg,4.46,38.21
GUOBEI_imgcls_C_0000652.jpg,4.84,36.29
GUOBEI_imgcls_C_0000653.jpg,5.26,34.2
GUOBEI_imgcls_C_0000654.jpg,4.53,37.83
GUOBEI_imgcls_C_0000655.jpg,4.11,39.94
GUOBEI_imgcls_C_0000656.jpg,5.26,34.19
GUOBEI_imgcls_C_0000657.jpg,4.92,35.9
GUOBEI_imgcls_C_0000658.jpg,5.15,34.73
GUOBEI_imgcls_C_0000659.jpg,4.08,40.09
GUOBEI_imgcls_C_0000660.jpg,4.37,38.64
GUOBEI_imgcls_C_0000661.jpg,4.58,37.61
GUOBEI_imgcls_C_0000662.jpg,4.65,37.27
GUOBEI_imgcls_C_0000663.jpg,4.46,38.22
GUOBEI_imgcls_C_0000664.jpg,4.82,36.4
GUOBEI_imgcls_C_0000665.jpg,4.43,38.35
GUOBEI_imgcls_C_0000666.jpg,4.57,37.63
GUOBEI_imgcls_C_0000667.jpg,5.12,34.92
GUOBEI_imgcls_C_0000668.jpg,4.19,39.56
GUOBEI_imgcls_C_0000669.jpg,4.46,38.2
GUOBEI_imgcls_C_0000670.jpg,4.49,38.06
GUOBEI_imgcls_C_0000671.jpg,4.92,35.9
GUOBEI_imgcls_C_0000672.jpg,4.87,36.13
GUOBEI_imgcls_C_0000673.jpg,4.92,35.9
GUOBEI_imgcls_C_0000674.jpg,4.64,37.28
GUOBEI_imgcls_C_0000675.jpg,4.74,36.82
GUOBEI_imgcls_C_0000676.jpg,4.96,35.68
GUOBEI_imgcls_C_0000677.jpg,4.54,37.81
GUOBEI_imgcls_C_0000678.jpg,4.26,39.19
GUOBEI_imgcls_C_0000679.jpg,4.56,37.7
GUOBEI_imgcls_C_0000680.jpg,4.65,37.23
GUOBEI_imgcls_C_0000681.jpg,4.23,39.35
GUOBEI_imgcls_C_0000682.jpg,4.7,36.99
GUOBEI_imgcls_C_0000683.jpg,5.46,33.18
GUOBEI_imgcls_C_0000684.jpg,4.24,39.29
GUOBEI_imgcls_C_0000685.jpg,4.42,38.39
GUOBEI_imgcls_C_0000686.jpg,4.11,39.94
GUOBEI_imgcls_C_0000687.jpg,4.61,37.43
GUOBEI_imgcls_C_0000688.jpg,4.99,35.55
GUOBEI_imgcls_C_0000689.jpg,4.36,38.71
GUOBEI_imgcls_C_0000690.jpg,4.48,38.12
GUOBEI_imgcls_C_0000691.jpg,4.57,37.63
GUOBEI_imgcls_C_0000692.jpg,4.81,36.43
GUOBEI_imgcls_C_0000693.jpg,5.03,35.33
GUOBEI_imgcls_C_0000694.jpg,5.09,35.04
GUOBEI_imgcls_C_0000695.jpg,4.91,35.97
GUOBEI_imgcls_C_0000696.jpg,5.21,34.45
GUOBEI_imgcls_C_0000697.jpg,4.97,35.65
GUOBEI_imgcls_C_0000698.jpg,4.99,35.54
GUOBEI_imgcls_C_0000699.jpg,4.41,38.47
GUOBEI_imgcls_C_0000700.jpg,4.25,39.25
GUOBEI_imgcls_C_0000701.jpg,4.65,37.27
GUOBEI_imgcls_C_0000702.jpg,4.76,36.68
GUOBEI_imgcls_C_0000703.jpg,4.79,36.53
GUOBEI_imgcls_C_0000704.jpg,4.9,35.99
GUOBEI_imgcls_C_0000705.jpg,4.68,37.08
GUOBEI_imgcls_C_0000706.jpg,4.16,39.7
GUOBEI_imgcls_C_0000707.jpg,4.21,39.45
GUOBEI_imgcls_C_0000708.jpg,5.16,34.72
GUOBEI_imgcls_C_0000709.jpg,4.1,40.01
GUOBEI_imgcls_C_0000710.jpg,4.13,39.87
GUOBEI_imgcls_C_0000711.jpg,5.19,34.57
GUOBEI_imgcls_C_0000712.jpg,5.08,35.1
GUOBEI_imgcls_C_0000713.jpg,5.08,35.08
GUOBEI_imgcls_C_0000714.jpg,4.9,36.0
GUOBEI_imgcls_C_0000715.jpg,4.68,37.12
GUOBEI_imgcls_C_0000716.jpg,4.75,36.74
GUOBEI_imgcls_C_0000717.jpg,4.92,35.92
GUOBEI_imgcls_C_0000718.jpg,4.38,38.59
GUOBEI_imgcls_C_0000719.jpg,4.45,38.27
GUOBEI_imgcls_C_0000720.jpg,4.94,35.8
GUOBEI_imgcls_C_0000721.jpg,4.75,36.76
GUOBEI_imgcls_C_0000722.jpg,4.54,37.81
GUOBEI_imgcls_C_0000723.jpg,4.95,35.77
GUOBEI_imgcls_C_0000724.jpg,4.7,37.02
GUOBEI_imgcls_C_0000725.jpg,4.98,35.61
GUOBEI_imgcls_C_0000726.jpg,4.14,39.78
GUOBEI_imgcls_C_0000727.jpg,4.63,37.34
GUOBEI_imgcls_C_0000728.jpg,4.59,37.57
GUOBEI_imgcls_C_0000729.jpg,4.26,39.22
GUOBEI_imgcls_C_0000730.jpg,4.88,36.12
GUOBEI_imgcls_C_0000731.jpg,4.61,37.47
GUOBEI_imgcls_C_0000732.jpg,4.83,36.35
GUOBEI_imgcls_C_0000733.jpg,5.35,33.76
GUOBEI_imgcls_C_0000734.jpg,4.59,37.56
GUOBEI_imgcls_C_0000735.jpg,4.56,37.72
GUOBEI_imgcls_C_0000736.jpg,4.29,39.05
GUOBEI_imgcls_C_0000737.jpg,4.8,36.48
GUOBEI_imgcls_C_0000738.jpg,4.65,37.27
GUOBEI_imgcls_C_0000739.jpg,4.63,37.36
GUOBEI_imgcls_C_0000740.jpg,4.57,37.63
GUOBEI_imgcls_C_0000741.jpg,4.22,39.42
GUOBEI_imgcls_C_0000742.jpg,4.92,35.88
GUOBEI_imgcls_C_0000743.jpg,4.4,38.48
GUOBEI_imgcls_C_0000744.jpg,4.55,37.77
GUOBEI_imgcls_C_0000745.jpg,5.14,34.81
GUOBEI_imgcls_C_0000746.jpg,4.37,38.65
GUOBEI_imgcls_C_0000747.jpg,4.67,37.15
GUOBEI_imgcls_C_0000748.jpg,4.33,38.84
GUOBEI_imgcls_C_0000749.jpg,4.63,37.35
GUOBEI_imgcls_C_0000750.jpg,4.89,36.04
GUOBEI_imgcls_C_0000751.jpg,5.09,35.05
GUOBEI_imgcls_C_0000752.jpg,4.45,38.23
GUOBEI_imgcls_C_0000753.jpg,4.7,37.02
GUOBEI_imgcls_C_0000754.jpg,4.75,36.73
GUOBEI_imgcls_C_0000755.jpg,4.39,38.54
GUOBEI_imgcls_C_0000756.jpg,4.46,38.19
GUOBEI_imgcls_C_0000757.jpg,4.71,36.96
GUOBEI_imgcls_C_0000758.jpg,4.92,35.91
GUOBEI_imgcls_C_0000759.jpg,4.39,38.56
GUOBEI_imgcls_C_0000760.jpg,4.4,38.51
GUOBEI_imgcls_C_0000761.jpg,4.8,36.51
GUOBEI_imgcls_C_0000762.jpg,4.48,38.12
GUOBEI_imgcls_C_0000763.jpg,5.01,35.47
GUOBEI_imgcls_C_0000764.jpg,4.74,36.8
GUOBEI_imgcls_C_0000765.jpg,5.24,34.32
GUOBEI_imgcls_C_0000766.jpg,4.52,37.92
GUOBEI_imgcls_C_0000767.jpg,4.69,37.03
GUOBEI_imgcls_C_0000768.jpg,4.91,35.95
GUOBEI_imgcls_C_0000769.jpg,4.35,38.77
GUOBEI_imgcls_C_0000770.jpg,4.5,38.02
GUOBEI_imgcls_C_0000771.jpg,5.05,35.25
GUOBEI_imgcls_C_0000772.jpg,5.21,34.44
GUOBEI_imgcls_C_0000773.jpg,5.14,34.8
GUOBEI_imgcls_C_0000774.jpg,4.96,35.71
GUOBEI_imgcls_C_0000775.jpg,4.37,38.63
GUOBEI_imgcls_C_0000776.jpg,4.86,36.2
GUOBEI_imgcls_C_0000777.jpg,4.18,39.62
GUOBEI_imgcls_C_0000778.jpg,4.12,39.91
GUOBEI_imgcls_C_0000779.jpg,4.2,39.52
GUOBEI_imgcls_C_0000780.jpg,4.39,38.56
GUOBEI_imgcls_C_0000781.jpg,4.94,35.82
GUOBEI_imgcls_C_0000782.jpg,4.85,36.23
GUOBEI_imgcls_C_0000783.jpg,4.82,36.38
GUOBEI_imgcls_C_0000784.jpg,4.49,38.04
GUOBEI_imgcls_C_0000785.jpg,4.9,36.02
GUOBEI_imgcls_C_0000786.jpg,4.74,36.8
GUOBEI_imgcls_C_0000787.jpg,5.56,32.72
GUOBEI_imgcls_C_0000788.jpg,5.0,35.52
GUOBEI_imgcls_C_0000789.jpg,4.56,37.7
GUOBEI_imgcls_C_0000790.jpg,4.28,39.11
GUOBEI_imgcls_C_0000791.jpg,4.44,38.29
GUOBEI_imgcls_C_0000792.jpg,4.21,39.43
GUOBEI_imgcls_C_0000793.jpg,5.02,35.4
GUOBEI_imgcls_C_0000794.jpg,4.27,39.15
GUOBEI_imgcls_C_0000795.jpg,4.14,39.79
GUOBEI_imgcls_C_0000796.jpg,4.13,39.87
GUOBEI_imgcls_C_0000797.jpg,4.28,39.1
GUOBEI_imgcls_C_0000798.jpg,4.94,35.78
GUOBEI_imgcls_C_0000799.jpg,4.47,38.17
GUOBEI_imgcls_C_0000800.jpg,4.22,39.4
GUOBEI_imgcls_C_0000801.jpg,4.33,38.84
GUOBEI_imgcls_C_0000802.jpg,4.8,36.48
GUOBEI_imgcls_C_0000803.jpg,4.71,36.95
GUOBEI_imgcls_C_0000804.jpg,4.47,38.13
GUOBEI_imgcls_C_0000805.jpg,4.5,38.0
GUOBEI_imgcls_C_0000806.jpg,4.33,38.83
GUOBEI_imgcls_C_0000807.jpg,4.51,37.94
GUOBEI_imgcls_C_0000808.jpg,4.9,36.01
GUOBEI_imgcls_C_0000809.jpg,5.6,32.51
GUOBEI_imgcls_C_0000810.jpg,4.61,37.47
GUOBEI_imgcls_C_0000811.jpg,4.33,38.85
GUOBEI_imgcls_C_0000812.jpg,4.86,36.22
GUOBEI_imgcls_C_0000813.jpg,4.35,38.76
GUOBEI_imgcls_C_0000814.jpg,4.59,37.55
GUOBEI_imgcls_C_0000815.jpg,4.63,37.36
GUOBEI_imgcls_C_0000816.jpg,3.91,40.97
GUOBEI_imgcls_C_0000817.jpg,4.51,37.93
GUOBEI_imgcls_C_0000818.jpg,4.05,40.25
GUOBEI_imgcls_C_0000819.jpg,4.49,38.04
GUOBEI_imgcls_C_0000820.jpg,3.84,41.3
GUOBEI_imgcls_C_0000821.jpg,4.75,36.75
GUOBEI_imgcls_C_0000822.jpg,4.52,37.91
GUOBEI_imgcls_C_0000823.jpg,5.05,35.26
GUOBEI_imgcls_C_0000824.jpg,5.2,34.48
GUOBEI_imgcls_C_0000825.jpg,4.8,36.48
GUOBEI_imgcls_C_0000826.jpg,4.27,39.16
GUOBEI_imgcls_C_0000827.jpg,4.23,39.35
GUOBEI_imgcls_C_0000828.jpg,4.84,36.31
GUOBEI_imgcls_C_0000829.jpg,4.35,38.73
GUOBEI_imgcls_C_0000830.jpg,4.31,38.94
GUOBEI_imgcls_C_0000831.jpg,4.71,36.94
GUOBEI_imgcls_C_0000832.jpg,3.84,41.31
GUOBEI_imgcls_C_0000833.jpg,4.73,36.85
GUOBEI_imgcls_C_0000834.jpg,4.94,35.79
GUOBEI_imgcls_C_0000835.jpg,5.08,35.09
GUOBEI_imgcls_C_0000836.jpg,5.04,35.3
GUOBEI_imgcls_C_0000837.jpg,4.31,38.94
GUOBEI_imgcls_C_0000838.jpg,4.45,38.26
GUOBEI_imgcls_C_0000839.jpg,4.84,36.31
GUOBEI_imgcls_C_0000840.jpg,5.15,34.75
GUOBEI_imgcls_C_0000841.jpg,5.06,35.19
GUOBEI_imgcls_C_0000842.jpg,4.76,36.71
GUOBEI_imgcls_C_0000843.jpg,4.86,36.21
GUOBEI_imgcls_C_0000844.jpg,5.44,33.29
GUOBEI_imgcls_C_0000845.jpg,4.43,38.36
GUOBEI_imgcls_C_0000846.jpg,4.66,37.18
GUOBEI_imgcls_C_0000847.jpg,5.07,35.17
GUOBEI_imgcls_C_0000848.jpg,4.76,36.72
GUOBEI_imgcls_C_0000849.jpg,4.12,39.88
GUOBEI_imgcls_C_0000850.jpg,5.05,35.25
GUOBEI_imgcls_C_0000851.jpg,4.59,37.54
GUOBEI_imgcls_C_0000852.jpg,4.16,39.72
GUOBEI_imgcls_C_0000853.jpg,4.33,38.85
GUOBEI_imgcls_C_0000854.jpg,4.94,35.78
GUOBEI_imgcls_C_0000855.jpg,4.32,38.88
GUOBEI_imgcls_C_0000856.jpg,4.29,39.03
GUOBEI_imgcls_C_0000857.jpg,4.79,36.56
GUOBEI_imgcls_C_0000858.jpg,4.5,37.98
GUOBEI_imgcls_C_0000859.jpg,4.48,38.09
GUOBEI_imgcls_C_0000860.jpg,4.37,38.66
GUOBEI_imgcls_C_0000861.jpg,4.06,40.18
GUOBEI_imgcls_C_0000862.jpg,4.49,38.04
GUOBEI_imgcls_C_0000863.jpg,4.06,40.22
GUOBEI_imgcls_C_0000864.jpg,4.65,37.23
GUOBEI_imgcls_C_0000865.jpg,5.22,34.4
GUOBEI_imgcls_C_0000866.jpg,3.87,41.15
GUOBEI_imgcls_C_0000867.jpg,4.56,37.68
GUOBEI_imgcls_C_0000868.jpg,4.66,37.19
GUOBEI_imgcls_C_0000869.jpg,4.64,37.29
GUOBEI_imgcls_C_0000870.jpg,4.79,36.54
GUOBEI_imgcls_C_0000871.jpg,3.9,41.0
GUOBEI_imgcls_C_0000872.jpg,3.91,40.95
GUOBEI_imgcls_C_0000873.jpg,4.83,36.37
GUOBEI_imgcls_C_0000874.jpg,4.73,36.86
GUOBEI_imgcls_C_0000875.jpg,4.46,38.2
GUOBEI_imgcls_C_0000876.jpg,4.31,38.96
GUOBEI_imgcls_C_0000877.jpg,4.32,38.88
GUOBEI_imgcls_C_0000878.jpg,5.29,34.06
GUOBEI_imgcls_C_0000879.jpg,4.69,37.04
GUOBEI_imgcls_C_0000880.jpg,4.92,35.91
GUOBEI_imgcls_C_0000881.jpg,3.99,40.54
GUOBEI_imgcls_C_0000882.jpg,4.0,40.48
GUOBEI_imgcls_C_0000883.jpg,4.67,37.14
GUOBEI_imgcls_C_0000884.jpg,4.78,36.58
GUOBEI_imgcls_C_0000885.jpg,4.41,38.47
GUOBEI_imgcls_C_0000886.jpg,4.69,37.05
GUOBEI_imgcls_C_0000887.jpg,4.78,36.59
GUOBEI_imgcls_C_0000888.jpg,4.78,36.6
GUOBEI_imgcls_C_0000889.jpg,4.93,35.83
GUOBEI_imgcls_C_0000890.jpg,4.18,39.6
GUOBEI_imgcls_C_0000891.jpg,4.16,39.68
GUOBEI_imgcls_C_0000892.jpg,4.15,39.77
GUOBEI_imgcls_C_0000893.jpg,4.05,40.26
GUOBEI_imgcls_C_0000894.jpg,4.06,40.19
GUOBEI_imgcls_C_0000895.jpg,4.46,38.2
GUOBEI_imgcls_C_0000896.jpg,4.11,39.94
GUOBEI_imgcls_C_0000897.jpg,4.08,40.09
GUOBEI_imgcls_C_0000898.jpg,4.21,39.44
GUOBEI_imgcls_C_0000899.jpg,4.05,40.27
GUOBEI_imgcls_C_0000900.jpg,4.29,39.03
GUOBEI_imgcls_C_0000901.jpg,4.66,37.22
GUOBEI_imgcls_C_0000902.jpg,4.58,37.6
GUOBEI_imgcls_C_0000903.jpg,4.74,36.79
GUOBEI_imgcls_C_0000904.jpg,4.7,37.02
GUOBEI_imgcls_C_0000905.jpg,4.91,35.93
GUOBEI_imgcls_C_0000906.jpg,4.24,39.3
GUOBEI_imgcls_C_0000907.jpg,4.27,39.13
GUOBEI_imgcls_C_0000908.jpg,4.22,39.39
GUOBEI_imgcls_C_0000909.jpg,4.29,39.07
GUOBEI_imgcls_C_0000910.jpg,4.75,36.73
GUOBEI_imgcls_C_0000911.jpg,4.67,37.15
GUOBEI_imgcls_C_0000912.jpg,4.26,39.22
GUOBEI_imgcls_C_0000913.jpg,4.51,37.95
GUOBEI_imgcls_C_0000914.jpg,4.44,38.29
GUOBEI_imgcls_C_0000915.jpg,3.95,40.75
GUOBEI_imgcls_C_0000916.jpg,5.08,35.11
GUOBEI_imgcls_C_0000917.jpg,4.55,37.73
GUOBEI_imgcls_C_0000918.jpg,4.59,37.53
GUOBEI_imgcls_C_0000919.jpg,4.01,40.43
GUOBEI_imgcls_C_0000920.jpg,5.17,34.64
GUOBEI_imgcls_C_0000921.jpg,4.08,40.12
GUOBEI_imgcls_C_0000922.jpg,4.35,38.74
GUOBEI_imgcls_C_0000923.jpg,4.36,38.69
GUOBEI_imgcls_C_0000924.jpg,4.49,38.04
GUOBEI_imgcls_C_0000925.jpg,4.07,40.16
GUOBEI_imgcls_C_0000926.jpg,4.18,39.59
GUOBEI_imgcls_C_0000927.jpg,4.93,35.86
GUOBEI_imgcls_C_0000928.jpg,4.01,40.46
GUOBEI_imgcls_C_0000929.jpg,4.16,39.71
GUOBEI_imgcls_C_0000930.jpg,4.39,38.55
GUOBEI_imgcls_C_0000931.jpg,4.46,38.18
GUOBEI_imgcls_C_0000932.jpg,4.71,36.93
